timestamp_ms,bus_raw,bus_voltage_v,current_raw,current_ma,power_raw,power_mw,target,standby_mode
1209871,3920,4.9,2,0.2,0,0,M5StackUnitCam,full
1210871,3918,4.8975,1,0.1,0,0,M5StackUnitCam,full
1211871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1212871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1213871,3920,4.9,1,0.1,0,0,M5StackUnitCam,full
1214871,3919,4.89875,1,0.1,0,0,M5StackUnitCam,full
1215871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1216871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1217871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1218871,3920,4.9,1,0.1,0,0,M5StackUnitCam,full
1219871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1220871,3925,4.90625,1,0.1,0,0,M5StackUnitCam,full
1221871,3923,4.90375,2,0.2,0,0,M5StackUnitCam,full
1222871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1223871,3919,4.89875,1,0.1,0,0,M5StackUnitCam,full
1224871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1225871,3922,4.9025,2,0.2,0,0,M5StackUnitCam,full
1226871,3921,4.90125,1,0.1,0,0,M5StackUnitCam,full
1227871,3919,4.89875,1,0.1,0,0,M5StackUnitCam,full
1228871,3920,4.9,1,0.1,0,0,M5StackUnitCam,full
1229871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1230871,3918,4.8975,1,0.1,0,0,M5StackUnitCam,full
1231871,3920,4.9,2,0.2,0,0,M5StackUnitCam,full
1232871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1233871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1234871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1235871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1236871,3908,4.885,141,14.1,28,70,M5StackUnitCam,full
1237871,3902,4.8775,212,21.2,41,102.5,M5StackUnitCam,full
1238871,3820,4.775,1015,101.5,193,482.5,M5StackUnitCam,full
1239871,3835,4.79375,873,87.3,167,417.5,M5StackUnitCam,full
1240871,3831,4.78875,880,88,168,420,M5StackUnitCam,full
1241871,3763,4.70375,1539,153.9,289,722.5,M5StackUnitCam,full
1242871,3767,4.70875,1541,154.1,290,725,M5StackUnitCam,full
1243871,3763,4.70375,1527,152.7,288,720,M5StackUnitCam,full
1244871,3754,4.6925,1643,164.3,308,770,M5StackUnitCam,full
1245871,3767,4.70875,1535,153.5,289,722.5,M5StackUnitCam,full
1246871,3775,4.71875,1504,150.4,284,710,M5StackUnitCam,full
1247871,3766,4.7075,1527,152.7,287,717.5,M5StackUnitCam,full
1248871,3744,4.68,1757,175.7,329,822.5,M5StackUnitCam,full
1249871,3777,4.72125,1443,144.3,273,682.5,M5StackUnitCam,full
1250871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1251871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1252871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1253871,3919,4.89875,1,0.1,0,0,M5StackUnitCam,full
1254871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1255871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1256871,3920,4.9,1,0.1,0,0,M5StackUnitCam,full
1257871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1258871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1259871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1260871,3906,4.8825,1,0.1,0,0,M5StackUnitCam,full
1261871,3920,4.9,1,0.1,0,0,M5StackUnitCam,full
1262871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1263871,3917,4.89625,3,0.3,0,0,M5StackUnitCam,full
1264871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1265871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1266871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1267871,3925,4.90625,1,0.1,0,0,M5StackUnitCam,full
1268871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1269871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1270871,3919,4.89875,2,0.2,0,0,M5StackUnitCam,full
1271871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1272871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1273871,3919,4.89875,2,0.2,0,0,M5StackUnitCam,full
1274871,3918,4.8975,1,0.1,0,0,M5StackUnitCam,full
1275871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1276871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1277871,3921,4.90125,1,0.1,0,0,M5StackUnitCam,full
1278871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1279871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1280871,3894,4.8675,295,29.5,57,142.5,M5StackUnitCam,full
1281871,3901,4.87625,214,21.4,42,105,M5StackUnitCam,full
1282871,3835,4.79375,872,87.2,167,417.5,M5StackUnitCam,full
1283871,3834,4.7925,884,88.4,169,422.5,M5StackUnitCam,full
1284871,3770,4.7125,1515,151.5,286,715,M5StackUnitCam,full
1285871,3778,4.7225,1435,143.5,271,677.5,M5StackUnitCam,full
1286871,3767,4.70875,1523,152.3,286,715,M5StackUnitCam,full
1287871,3767,4.70875,1537,153.7,289,722.5,M5StackUnitCam,full
1288871,3764,4.705,1524,152.4,286,715,M5StackUnitCam,full
1289871,3768,4.71,1526,152.6,287,717.5,M5StackUnitCam,full
1290871,3768,4.71,1539,153.9,290,725,M5StackUnitCam,full
1291871,3779,4.72375,1438,143.8,272,680,M5StackUnitCam,full
1292871,3778,4.7225,1441,144.1,272,680,M5StackUnitCam,full
1293871,3922,4.9025,2,0.2,0,0,M5StackUnitCam,full
1294871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1295871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1296871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1297871,3924,4.905,2,0.2,0,0,M5StackUnitCam,full
1298871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1299871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1300871,3921,4.90125,1,0.1,0,0,M5StackUnitCam,full
1301871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1302871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1303871,3917,4.89625,1,0.1,0,0,M5StackUnitCam,full
1304871,3920,4.9,1,0.1,0,0,M5StackUnitCam,full
1305871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1306871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1307871,3919,4.89875,1,0.1,0,0,M5StackUnitCam,full
1308871,3919,4.89875,1,0.1,0,0,M5StackUnitCam,full
1309871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1310871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1311871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1312871,3920,4.9,1,0.1,0,0,M5StackUnitCam,full
1313871,3919,4.89875,1,0.1,0,0,M5StackUnitCam,full
1314871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1315871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1316871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1317871,3920,4.9,0,0,0,0,M5StackUnitCam,full
1318871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1319871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1320871,3917,4.89625,2,0.2,0,0,M5StackUnitCam,full
1321871,3919,4.89875,1,0.1,0,0,M5StackUnitCam,full
1322871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1323871,3896,4.87,269,26.9,52,130,M5StackUnitCam,full
1324871,3898,4.8725,211,21.1,41,102.5,M5StackUnitCam,full
1325871,3832,4.79,905,90.5,173,432.5,M5StackUnitCam,full
1326871,3837,4.79625,876,87.6,168,420,M5StackUnitCam,full
1327871,3838,4.7975,874,87.4,167,417.5,M5StackUnitCam,full
1328871,3768,4.71,1516,151.6,286,715,M5StackUnitCam,full
1329871,3767,4.70875,1515,151.5,285,712.5,M5StackUnitCam,full
1330871,3779,4.72375,1431,143.1,270,675,M5StackUnitCam,full
1331871,3768,4.71,1517,151.7,286,715,M5StackUnitCam,full
1332871,3769,4.71125,1533,153.3,288,720,M5StackUnitCam,full
1333871,3769,4.71125,1527,152.7,288,720,M5StackUnitCam,full
1334871,3769,4.71125,1533,153.3,288,720,M5StackUnitCam,full
1335871,3780,4.725,1431,143.1,270,675,M5StackUnitCam,full
1336871,3779,4.72375,1431,143.1,271,677.5,M5StackUnitCam,full
1337871,3920,4.9,1,0.1,0,0,M5StackUnitCam,full
1338871,3920,4.9,1,0.1,0,0,M5StackUnitCam,full
1339871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1340871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1341871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1342871,3919,4.89875,1,0.1,0,0,M5StackUnitCam,full
1343871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1344871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1345871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1346871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1347871,3919,4.89875,2,0.2,0,0,M5StackUnitCam,full
1348871,3924,4.905,1,0.1,0,0,M5StackUnitCam,full
1349871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1350871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
1351871,3920,4.9,1,0.1,0,0,M5StackUnitCam,full
1352871,3925,4.90625,1,0.1,0,0,M5StackUnitCam,full
1353871,3923,4.90375,1,0.1,0,0,M5StackUnitCam,full
1354871,3921,4.90125,1,0.1,0,0,M5StackUnitCam,full
1355871,3917,4.89625,2,0.2,0,0,M5StackUnitCam,full
1356871,3922,4.9025,1,0.1,0,0,M5StackUnitCam,full
