timestamp_ms,bus_raw,bus_voltage_v,current_raw,current_ma,power_raw,power_mw,target
147461,3854,4.8175,927,92.7,179,447.5,esp32s3
148461,3915,4.89375,2,0.2,0,0,esp32s3
149461,3918,4.8975,2,0.2,0,0,esp32s3
150461,3918,4.8975,2,0.2,0,0,esp32s3
151461,3914,4.8925,2,0.2,0,0,esp32s3
152461,3915,4.89375,2,0.2,0,0,esp32s3
153461,3918,4.8975,2,0.2,0,0,esp32s3
154461,3918,4.8975,2,0.2,0,0,esp32s3
155461,3918,4.8975,2,0.2,0,0,esp32s3
156461,3917,4.89625,2,0.2,0,0,esp32s3
157461,3916,4.895,2,0.2,0,0,esp32s3
158461,3918,4.8975,2,0.2,0,0,esp32s3
159461,3914,4.8925,2,0.2,0,0,esp32s3
160461,3915,4.89375,2,0.2,0,0,esp32s3
161461,3919,4.89875,2,0.2,0,0,esp32s3
162461,3916,4.895,2,0.2,0,0,esp32s3
163461,3918,4.8975,2,0.2,0,0,esp32s3
164461,3916,4.895,2,0.2,0,0,esp32s3
165461,3913,4.89125,2,0.2,0,0,esp32s3
166461,3918,4.8975,2,0.2,0,0,esp32s3
167461,3918,4.8975,2,0.2,0,0,esp32s3
168461,3915,4.89375,2,0.2,0,0,esp32s3
169461,3915,4.89375,2,0.2,0,0,esp32s3
170461,3918,4.8975,2,0.2,0,0,esp32s3
171461,3918,4.8975,2,0.2,0,0,esp32s3
172461,3918,4.8975,2,0.2,0,0,esp32s3
173461,3916,4.895,2,0.2,0,0,esp32s3
174461,3915,4.89375,2,0.2,0,0,esp32s3
175461,3918,4.8975,2,0.2,0,0,esp32s3
176461,3914,4.8925,2,0.2,0,0,esp32s3
177461,3914,4.8925,2,0.2,0,0,esp32s3
178461,3875,4.84375,609,60.9,118,295,esp32s3
179462,3855,4.81875,926,92.6,179,447.5,esp32s3
180461,3918,4.8975,2,0.2,0,0,esp32s3
181461,3908,4.885,2,0.2,0,0,esp32s3
182461,3916,4.895,2,0.2,0,0,esp32s3
183461,3916,4.895,2,0.2,0,0,esp32s3
184461,3918,4.8975,2,0.2,0,0,esp32s3
185461,3916,4.895,2,0.2,0,0,esp32s3
186461,3916,4.895,2,0.2,0,0,esp32s3
187461,3917,4.89625,2,0.2,0,0,esp32s3
188461,3918,4.8975,2,0.2,0,0,esp32s3
189461,3918,4.8975,2,0.2,0,0,esp32s3
190461,3914,4.8925,2,0.2,0,0,esp32s3
191461,3915,4.89375,2,0.2,0,0,esp32s3
192461,3917,4.89625,2,0.2,0,0,esp32s3
193461,3918,4.8975,2,0.2,0,0,esp32s3
194461,3916,4.895,2,0.2,0,0,esp32s3
195461,3914,4.8925,2,0.2,0,0,esp32s3
196461,3917,4.89625,2,0.2,0,0,esp32s3
197461,3917,4.89625,2,0.2,0,0,esp32s3
198461,3917,4.89625,2,0.2,0,0,esp32s3
199461,3913,4.89125,2,0.2,0,0,esp32s3
200461,3918,4.8975,2,0.2,0,0,esp32s3
201461,3916,4.895,2,0.2,0,0,esp32s3
202461,3915,4.89375,2,0.2,0,0,esp32s3
203461,3915,4.89375,2,0.2,0,0,esp32s3
204461,3917,4.89625,2,0.2,0,0,esp32s3
205461,3917,4.89625,2,0.2,0,0,esp32s3
206461,3918,4.8975,2,0.2,0,0,esp32s3
207461,3918,4.8975,2,0.2,0,0,esp32s3
208461,3917,4.89625,2,0.2,0,0,esp32s3
209461,3918,4.8975,2,0.2,0,0,esp32s3
210461,3855,4.81875,926,92.6,179,447.5,esp32s3
211461,3851,4.81375,935,93.5,180,450,esp32s3
212461,3915,4.89375,2,0.2,0,0,esp32s3
213461,3917,4.89625,2,0.2,0,0,esp32s3
214461,3918,4.8975,2,0.2,0,0,esp32s3
215461,3918,4.8975,2,0.2,0,0,esp32s3
216461,3909,4.88625,2,0.2,0,0,esp32s3
217461,3918,4.8975,2,0.2,0,0,esp32s3
218461,3917,4.89625,2,0.2,0,0,esp32s3
219461,3918,4.8975,2,0.2,0,0,esp32s3
220461,3914,4.8925,2,0.2,0,0,esp32s3
221461,3914,4.8925,2,0.2,0,0,esp32s3
222461,3917,4.89625,2,0.2,0,0,esp32s3
223461,3916,4.895,2,0.2,0,0,esp32s3
224461,3915,4.89375,2,0.2,0,0,esp32s3
225461,3917,4.89625,2,0.2,0,0,esp32s3
226461,3917,4.89625,2,0.2,0,0,esp32s3
227461,3918,4.8975,2,0.2,0,0,esp32s3
228461,3911,4.88875,2,0.2,0,0,esp32s3
229461,3916,4.895,2,0.2,0,0,esp32s3
230461,3918,4.8975,2,0.2,0,0,esp32s3
231461,3918,4.8975,2,0.2,0,0,esp32s3
232461,3914,4.8925,2,0.2,0,0,esp32s3
233461,3917,4.89625,2,0.2,0,0,esp32s3
234461,3917,4.89625,2,0.2,0,0,esp32s3
235461,3915,4.89375,2,0.2,0,0,esp32s3
236461,3916,4.895,2,0.2,0,0,esp32s3
237461,3915,4.89375,2,0.2,0,0,esp32s3
238461,3913,4.89125,2,0.2,0,0,esp32s3
239461,3918,4.8975,2,0.2,0,0,esp32s3
240461,3916,4.895,2,0.2,0,0,esp32s3
241461,3914,4.8925,2,0.2,0,0,esp32s3
242461,3854,4.8175,933,93.3,180,450,esp32s3
243461,3917,4.89625,2,0.2,0,0,esp32s3
244461,3916,4.895,2,0.2,0,0,esp32s3
245461,3913,4.89125,2,0.2,0,0,esp32s3
246461,3906,4.8825,2,0.2,0,0,esp32s3
247461,3917,4.89625,2,0.2,0,0,esp32s3
248461,3917,4.89625,2,0.2,0,0,esp32s3
249461,3914,4.8925,2,0.2,0,0,esp32s3
250461,3913,4.89125,2,0.2,0,0,esp32s3
251461,3918,4.8975,2,0.2,0,0,esp32s3
252461,3915,4.89375,2,0.2,0,0,esp32s3
253461,3917,4.89625,2,0.2,0,0,esp32s3
254461,3916,4.895,2,0.2,0,0,esp32s3
255461,3915,4.89375,2,0.2,0,0,esp32s3
256461,3918,4.8975,2,0.2,0,0,esp32s3
257661,3918,4.8975,2,0.2,0,0,esp32s3
258661,3914,4.8925,2,0.2,0,0,esp32s3
259461,3915,4.89375,2,0.2,0,0,esp32s3
260461,3918,4.8975,2,0.2,0,0,esp32s3
261461,3918,4.8975,2,0.2,0,0,esp32s3
262461,3918,4.8975,2,0.2,0,0,esp32s3
263461,3914,4.8925,2,0.2,0,0,esp32s3
264461,3914,4.8925,2,0.2,0,0,esp32s3
265461,3918,4.8975,2,0.2,0,0,esp32s3
266461,3914,4.8925,2,0.2,0,0,esp32s3
267461,3916,4.895,2,0.2,0,0,esp32s3
268461,3918,4.8975,2,0.2,0,0,esp32s3
269461,3917,4.89625,2,0.2,0,0,esp32s3
270461,3918,4.8975,2,0.2,0,0,esp32s3
271461,3914,4.8925,2,0.2,0,0,esp32s3
272461,3916,4.895,2,0.2,0,0,esp32s3
273461,3882,4.8525,490,49,95,237.5,esp32s3
274461,3853,4.81625,930,93,180,450,esp32s3
275461,3915,4.89375,2,0.2,0,0,esp32s3
276461,3914,4.8925,2,0.2,0,0,esp32s3
277461,3917,4.89625,2,0.2,0,0,esp32s3
278461,3915,4.89375,2,0.2,0,0,esp32s3
279461,3918,4.8975,2,0.2,0,0,esp32s3
280461,3915,4.89375,2,0.2,0,0,esp32s3
281461,3917,4.89625,2,0.2,0,0,esp32s3
282661,3918,4.8975,2,0.2,0,0,esp32s3
283461,3916,4.895,2,0.2,0,0,esp32s3
